#1	 Ex		Ec
15_100	-0.838958	-0.838958
20_100	-0.840070	-0.417574
20_200	-0.560777	-0.311672
20_300	-0.478552	-0.276127
20_400	-0.420606	-0.249581
20_500	-0.373877	-0.227161
25_500	-0.373893	-0.227171
20_800	-0.336490	-0.208509

